molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
3747,1,0,0,0,0,3,0,1,198.652,5.164,430.035,175.083,52.073,128.901,73.978,678.745,1.000,1.750,0.0392910,0.0040694,0.8685590,20.314,6.372,9.101,4.537,2.824,-3.289,-2.655,-4.274,3177.558,0.104,4388.389,-1.737,9.209,0.248,2,-0.015,3,100.000,0.000,0.000,35.903,3,0,10,4,6,3,13,0,1.869
3748,0,0,0,0,0,8,0,0,300.440,5.751,634.222,505.280,48.751,80.191,0.000,1131.200,1.500,2.750,0.0292399,0.0053105,0.8278469,34.746,9.967,14.616,5.263,4.878,-5.422,-4.503,-4.700,3416.575,-0.393,1866.804,-1.367,9.171,0.355,5,0.780,3,100.000,0.000,0.000,38.836,2,0,6,0,6,0,22,0,0.049
3749,1,1,0,0,0,7,0,1,466.409,4.228,772.273,201.531,62.744,364.720,143.277,1405.949,3.000,3.250,0.0127150,0.0072891,0.7859121,49.100,16.088,23.049,10.587,6.321,-6.939,-7.419,-7.462,627.766,0.214,2016.254,-2.782,8.170,1.113,6,1.294,1,100.000,0.000,0.000,53.084,4,1,22,0,22,0,32,1,0.000
3750,0,1,0,0,0,7,0,2,303.831,1.470,607.610,262.757,8.725,280.743,55.385,1051.403,1.000,2.250,0.0020545,0.0037030,0.8229743,34.110,10.602,13.418,5.306,4.611,-4.209,-4.128,-6.461,2042.019,0.590,2381.036,-2.082,8.971,-0.006,5,0.747,3,100.000,0.000,0.000,20.187,2,0,12,0,12,0,21,0,0.099
3751,1,2,0,0,0,13,4,1,324.453,0.887,665.448,426.382,94.370,0.000,144.695,1118.736,2.000,6.000,0.0007029,0.0127512,0.7831944,30.271,10.754,15.605,7.985,2.482,-2.233,-1.314,-6.492,78.485,-0.094,239.961,-6.136,9.328,-0.053,6,-0.108,2,75.394,0.000,0.000,89.910,6,0,0,0,0,0,20,0,0.001
3752,0,0,0,0,0,7,0,0,364.484,7.730,619.675,536.767,72.116,10.792,0.000,1191.910,0.000,6.500,0.0501325,0.0000000,0.8773310,37.155,9.926,15.829,6.633,3.419,-3.417,-4.139,-3.568,2051.254,-0.483,1075.489,-2.139,8.876,0.333,4,0.042,3,100.000,0.000,0.000,81.300,6,0,10,0,10,4,26,0,1.014
3753,3,0,0,1,3,8,1,-2,263.268,12.597,475.506,180.758,216.058,0.000,78.690,798.198,2.550,7.750,0.1987982,0.0260265,0.8751509,20.653,8.293,17.393,18.358,-1.438,1.071,0.225,2.379,4.602,-1.606,27.995,-4.733,9.882,0.748,5,-1.946,2,30.389,0.000,86.394,165.053,8,0,0,0,0,0,17,1,57.311
3754,4,0,0,0,0,5,0,-1,116.119,0.000,310.693,152.093,144.279,14.320,0.000,461.840,2.000,5.400,0.0000000,0.0245797,0.9300247,9.255,4.122,8.077,8.691,-0.813,-0.117,-0.236,-2.733,424.325,-0.850,195.856,-3.648,10.281,0.158,2,-1.001,2,69.217,0.000,0.000,71.088,4,0,0,0,0,0,8,0,19.936
3755,1,0,0,0,0,4,0,-1,142.157,1.442,338.296,171.284,154.717,12.295,0.000,529.552,2.000,5.400,0.0039285,0.0225742,0.9357091,12.588,4.997,9.389,9.035,-0.535,-0.603,-0.594,-2.631,337.846,-0.856,153.092,-3.944,10.143,-0.016,2,-0.849,2,69.074,0.000,0.000,73.341,4,0,6,0,6,4,10,0,4.042
3756,1,0,0,0,2,12,0,-1,502.264,8.264,813.285,435.058,46.255,89.942,242.029,1481.982,0.000,9.400,0.0460871,0.0000000,0.7729495,46.309,14.831,21.243,12.274,3.843,-4.478,-4.457,-2.886,1726.813,-0.082,10000.000,-0.903,9.502,0.087,6,-0.747,3,94.430,0.000,40.204,65.770,6,1,6,0,6,0,30,0,2.090
3757,13,0,0,0,0,0,2,1,180.928,1.597,260.195,25.854,0.000,0.000,234.342,364.341,0.000,0.000,0.0069975,0.0000000,0.9481364,8.427,1.107,2.692,0.427,2.290,-1.702,-1.609,-2.371,9906.038,0.244,10000.000,-1.520,11.782,1.706,0,-0.324,3,100.000,160.770,0.000,0.000,0,0,0,0,0,0,7,0,134.643
3758,0,1,0,0,0,10,3,1,498.618,5.443,840.829,625.362,97.923,117.544,0.000,1626.623,0.000,7.500,0.0182127,0.0000000,0.7955155,53.645,14.836,21.746,8.390,5.188,-5.376,-5.790,-6.127,291.205,-0.672,144.242,-4.013,8.351,0.489,6,0.909,3,88.466,0.000,0.000,103.979,8,1,12,0,12,1,36,0,0.000
3759,5,0,0,0,0,10,4,0,466.458,6.013,718.741,342.068,0.000,223.895,152.778,1294.532,0.000,3.000,0.0279341,0.0000000,0.7992224,41.370,12.946,15.487,3.774,6.959,-8.714,-8.714,-5.849,9906.038,-0.495,10000.000,0.229,9.200,1.547,0,1.149,1,100.000,0.000,0.000,45.580,6,1,12,0,12,0,27,1,0.002
3760,1,0,0,0,0,8,0,-2,442.357,7.801,769.985,330.233,137.249,224.713,77.790,1331.500,2.000,6.000,0.0457074,0.0110201,0.7601690,44.142,14.363,21.431,11.136,4.462,-7.002,-6.822,-6.484,494.726,-1.311,616.775,-2.489,8.902,0.613,7,0.647,1,100.000,0.000,0.000,88.589,6,0,18,0,18,0,28,2,0.000
3760,0,0,0,0,0,8,0,-1,442.357,7.655,733.360,321.467,115.547,218.557,77.789,1298.778,2.000,6.000,0.0451173,0.0115704,0.7850024,42.773,13.734,20.937,10.858,4.005,-6.363,-6.822,-6.053,794.640,-0.978,1029.373,-2.111,9.149,0.541,6,0.576,1,100.000,0.000,0.000,85.307,6,0,18,0,18,0,28,1,0.001
3760,1,0,0,0,0,9,0,-2,442.357,2.419,759.750,324.786,121.196,235.980,77.788,1324.423,2.000,4.500,0.0044187,0.0083764,0.7676776,43.324,14.220,19.709,9.381,5.250,-7.166,-7.400,-6.417,702.428,-1.159,900.882,-2.058,8.639,0.513,8,0.871,1,95.677,0.000,0.000,79.955,6,1,18,0,18,0,28,2,0.000
3761,1,0,0,0,0,6,3,-2,266.253,3.301,504.509,159.942,167.157,177.409,0.000,843.058,2.000,7.100,0.0129265,0.0199024,0.8554628,25.427,8.860,15.039,11.876,0.671,-2.270,-2.547,-4.717,257.481,-1.321,114.139,-3.399,7.154,0.559,5,-0.595,3,74.025,0.000,0.000,101.587,7,0,10,0,10,0,19,0,0.571
3762,0,0,0,0,0,1,0,-2,194.152,2.898,379.835,88.372,235.826,55.636,0.000,599.668,2.000,7.000,0.0140078,0.0260626,0.9054087,17.734,6.321,12.711,12.219,-1.212,-1.389,-1.328,-3.328,57.486,-1.415,22.573,-5.574,9.840,1.598,1,-0.795,2,51.340,0.000,0.000,130.818,8,0,9,0,9,0,14,0,0.021
3763,9,0,0,1,4,17,1,-2,522.508,6.156,718.848,350.796,368.052,0.000,0.000,1437.958,7.500,19.700,0.0263559,0.0750516,0.8570883,40.477,15.753,35.852,35.774,-4.372,1.071,0.508,3.461,0.225,-3.801,0.287,-6.671,9.688,-0.420,8,-2.777,1,0.000,0.000,70.035,299.323,16,3,6,0,6,5,36,2,1.314
3764,0,0,0,0,1,3,0,-1,320.750,6.855,510.622,0.000,176.566,219.825,114.231,870.736,1.000,2.250,0.0539740,0.0044064,0.8636204,28.866,10.123,13.546,9.017,2.621,-3.729,-5.005,-3.413,118.220,-0.915,386.151,-3.711,8.827,1.329,2,0.101,3,79.390,0.000,31.261,96.648,5,0,14,0,14,0,21,0,0.012
3765,0,0,0,2,0,8,0,-2,287.214,3.638,480.844,136.149,239.328,102.434,2.933,834.430,4.000,10.700,0.0158586,0.0445051,0.8914299,23.081,9.436,19.393,17.835,-0.191,-1.279,-1.753,-0.162,3.416,-1.919,1.792,-4.801,8.498,0.123,2,-1.292,2,35.375,0.000,0.000,136.689,9,0,9,0,9,0,19,1,0.238
3766,0,0,0,0,1,5,1,0,385.849,4.679,691.854,247.352,92.456,280.375,71.671,1213.412,1.000,5.950,0.0180459,0.0086001,0.7952245,41.874,12.888,18.847,12.665,3.732,-5.052,-5.058,-4.808,708.864,-0.537,1643.392,-1.756,8.910,0.529,3,0.203,3,100.000,0.000,33.741,75.430,6,0,17,0,17,0,27,0,0.060
3767,0,0,0,1,0,10,0,-2,405.499,10.355,724.712,265.045,215.711,243.956,0.000,1342.428,3.000,7.000,0.0798732,0.0167299,0.8120700,43.479,14.622,23.877,13.673,3.795,-5.125,-5.272,-3.929,22.590,-2.220,10.461,-3.676,8.967,0.569,4,0.228,2,73.398,0.000,0.000,124.934,7,0,12,0,12,0,30,1,0.001
3768,5,1,0,0,0,10,0,2,457.098,2.556,907.564,640.857,0.429,203.798,62.480,1628.458,0.000,3.750,0.0040119,0.0000000,0.7375735,54.542,15.730,19.480,4.802,8.040,-8.877,-6.812,-7.476,2447.541,0.507,3167.128,-1.912,8.859,0.038,3,1.918,1,100.000,0.000,0.000,16.181,3,1,18,0,18,4,32,1,0.000
3769,5,0,0,0,0,6,3,-1,297.267,3.710,447.507,374.256,73.251,0.000,0.000,829.106,0.000,9.000,0.0166022,0.0000000,0.9537585,23.174,7.018,11.917,8.835,-0.186,0.992,-1.182,-2.280,2001.043,-0.335,1047.063,-2.293,10.845,0.653,0,-1.637,3,84.944,0.000,0.000,120.382,9,0,15,9,6,6,21,0,14839.605
3770,0,0,0,0,0,2,0,0,314.727,6.367,515.396,15.965,134.650,293.123,71.657,905.905,0.000,3.500,0.0447546,0.0000000,0.8785086,31.615,10.237,13.389,6.901,3.185,-4.138,-5.027,-4.896,523.613,-0.544,606.974,-2.777,9.030,1.203,2,0.227,3,94.262,0.000,0.000,100.373,5,0,16,0,16,1,22,0,0.038
3771,0,0,0,0,0,2,0,0,253.300,5.565,485.591,181.766,96.987,206.838,0.000,833.619,1.000,3.000,0.0371506,0.0061780,0.8821446,27.899,8.401,12.476,6.933,2.818,-3.739,-3.845,-4.425,1191.719,-0.388,597.978,-2.386,9.376,1.356,2,0.234,3,100.000,0.000,0.000,66.052,3,0,16,0,16,4,19,0,0.190
3772,1,1,0,0,0,8,0,2,283.413,1.179,618.891,308.195,1.456,309.240,0.000,1075.613,0.000,2.750,0.0012914,0.0000000,0.8203289,34.708,10.368,12.131,4.266,4.798,-3.981,-3.487,-6.640,2393.267,0.465,1405.640,-1.751,8.905,-0.240,3,0.665,3,100.000,0.000,0.000,11.997,2,0,12,0,12,0,21,0,0.522
3773,1,0,0,0,0,3,1,0,406.564,4.856,692.981,395.126,95.099,202.757,0.000,1318.098,0.000,4.000,0.0178881,0.0000000,0.8389624,46.606,12.533,17.814,6.691,5.526,-6.766,-6.323,-5.105,1241.882,-0.518,625.230,-2.270,9.717,0.221,3,1.247,1,100.000,0.000,0.000,63.020,3,1,23,0,23,14,30,1,0.000
3774,3,0,0,0,0,0,0,-2,238.211,14.543,433.424,0.000,215.245,218.178,0.000,712.595,1.000,6.000,0.2967858,0.0138433,0.8901866,24.448,8.151,17.117,11.085,0.102,-2.271,-2.840,-4.349,90.101,-1.247,36.689,-4.718,9.754,2.229,0,-0.503,3,62.529,0.000,0.000,111.528,8,0,18,0,18,0,18,0,0.024
3774,2,0,0,0,0,0,0,-2,238.211,6.324,431.765,0.000,216.433,215.332,0.000,710.822,1.000,6.500,0.0562640,0.0150545,0.8921234,24.350,8.136,14.061,11.562,-0.111,-2.099,-2.659,-4.304,87.795,-1.250,35.675,-4.750,9.394,1.759,0,-0.589,3,61.081,0.000,0.000,111.857,8,0,18,0,18,0,18,0,0.034
3775,4,0,0,0,0,19,0,-2,382.459,3.438,777.249,756.747,0.000,0.000,20.502,1404.867,0.000,6.800,0.0084145,0.0000000,0.7804798,37.869,11.545,14.671,4.103,3.969,-6.598,-6.598,-5.084,9906.038,-1.401,7640.266,0.305,8.425,-0.724,4,0.071,1,100.000,0.000,0.000,26.958,4,0,0,0,0,0,24,1,0.195
3776,5,0,0,0,0,4,0,-2,172.094,0.000,325.701,0.000,297.697,28.005,0.000,497.369,4.000,7.000,0.0000000,0.0429842,0.9321042,11.450,6.178,13.437,14.589,-2.189,-0.763,-1.013,-2.764,14.888,-1.962,5.241,-6.523,9.487,2.153,4,-0.855,2,35.117,0.000,0.000,143.124,6,0,6,0,6,0,12,1,0.009
3777,4,0,0,0,0,1,0,1,165.238,4.234,400.938,346.394,37.019,17.525,0.000,645.273,1.000,1.500,0.0277857,0.0037412,0.9007067,19.195,4.866,7.934,3.777,2.405,-2.839,-2.183,-3.222,4414.162,0.199,2462.377,-2.044,8.109,-0.988,2,0.025,3,100.000,0.000,0.000,29.580,3,0,9,0,9,4,12,0,2.162
3778,0,0,0,0,0,4,0,-2,257.221,10.347,438.231,101.139,219.775,76.535,40.782,741.462,4.000,9.100,0.1443992,0.0415306,0.9040408,21.682,8.001,19.995,16.743,-1.295,-1.828,-1.692,-3.450,81.615,-1.370,55.145,-4.916,9.173,0.470,4,-0.771,2,53.581,40.782,0.000,119.606,7,0,11,0,11,3,18,0,0.046
3779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,0,0,0,0,0,6,0,-1,420.852,9.158,645.651,336.290,97.180,148.119,64.062,1222.641,0.000,7.750,0.0685922,0.0000000,0.8564460,40.338,11.763,18.507,9.274,3.243,-3.697,-5.315,-4.561,1186.712,-0.524,1335.486,-2.213,8.949,0.416,1,-0.161,3,100.000,0.000,0.000,104.318,9,0,15,0,15,0,29,0,0.518
3781,1,0,0,0,0,5,0,1,254.346,2.495,453.778,281.027,54.519,37.080,81.152,809.397,2.000,3.500,0.0076928,0.0109079,0.9256139,23.382,7.768,12.137,6.736,3.160,-2.769,-3.211,-2.912,3012.288,0.037,4534.495,-1.914,9.529,1.941,1,-0.077,3,100.000,0.000,0.000,77.357,4,0,6,0,6,1,17,0,4.800
3782,0,0,0,0,0,2,1,-1,167.188,5.157,334.101,0.000,164.232,90.748,79.122,508.081,3.800,4.000,0.0523429,0.0233385,0.9216697,13.762,6.196,12.934,11.350,-0.164,-1.436,-1.669,-3.232,274.465,-0.652,331.780,-4.035,8.554,0.729,1,-0.752,3,69.631,0.000,0.000,79.446,5,0,9,0,9,0,11,0,0.810
3783,1,0,0,0,0,3,1,2,465.984,5.317,556.071,0.000,40.269,238.269,277.533,927.675,1.000,2.000,0.0304776,0.0035967,0.8272407,31.321,10.868,14.010,5.822,5.292,-6.387,-8.660,-5.464,4111.728,0.671,10000.000,-1.134,8.988,1.224,1,0.620,1,100.000,0.000,0.000,33.406,2,1,12,0,12,0,19,1,0.014
3784,0,1,0,0,0,9,1,1,327.484,2.262,641.476,264.377,26.165,336.789,14.146,1158.701,0.000,4.000,0.0044164,0.0000000,0.8316976,37.655,11.638,14.152,5.691,4.386,-4.225,-3.843,-6.588,1395.337,0.202,937.779,-2.014,9.301,0.251,4,0.530,3,100.000,0.000,0.000,27.147,2,0,12,0,12,0,23,0,0.701
3785,0,0,0,1,2,5,1,-2,366.449,6.390,618.011,184.146,174.658,199.398,59.808,1103.475,1.250,6.750,0.0369996,0.0122113,0.8356238,36.701,11.805,18.439,16.239,2.003,-2.282,-2.971,-0.586,15.689,-1.259,58.612,-3.556,8.807,0.731,2,-0.702,2,60.070,0.000,68.797,115.019,6,0,13,4,9,4,24,1,0.532
3786,2,0,0,0,0,3,1,2,240.414,2.726,461.520,303.544,14.867,0.000,143.109,764.349,0.000,4.000,0.0097223,0.0000000,0.8759962,22.509,6.411,9.203,4.259,2.777,-3.004,-2.323,-3.539,7159.987,0.605,10000.000,-1.505,8.623,2.594,0,-0.360,3,100.000,0.000,0.000,27.198,2,0,0,0,0,0,12,0,7.438
3787,0,0,0,0,0,1,0,0,204.228,6.904,475.482,197.306,84.908,193.268,0.000,749.853,0.000,5.000,0.0635576,0.0000000,0.8394891,25.059,6.880,11.291,7.460,1.391,-2.294,-1.685,-5.051,1551.370,-0.300,795.226,-2.308,9.373,0.144,2,-0.585,3,92.197,0.000,0.000,50.874,4,0,11,0,11,1,15,0,3.596
3788,0,0,0,1,0,3,1,-2,262.283,5.019,499.099,108.964,182.552,165.975,41.609,824.823,1.000,6.500,0.0305392,0.0130235,0.8522203,26.514,8.752,14.236,10.511,1.394,-2.865,-2.630,-2.907,46.598,-1.191,38.670,-4.011,9.191,1.484,1,-0.635,3,64.967,0.000,0.000,93.176,5,0,10,0,10,0,18,0,0.035
3789,0,0,1,0,0,2,0,1,215.700,7.214,423.624,203.587,48.301,62.344,109.392,678.914,2.000,2.500,0.0766612,0.0083459,0.8818493,20.327,6.457,11.592,6.480,2.034,-3.118,-2.954,-3.741,3450.362,0.297,7498.367,-4.061,8.337,0.369,2,-0.172,3,100.000,0.000,0.000,36.833,3,0,10,0,10,2,13,0,0.014
3790,0,1,0,0,0,11,0,1,555.700,6.741,742.481,559.610,76.012,106.740,0.119,1517.648,0.000,13.000,0.0299460,0.0000000,0.8601888,48.539,13.406,23.182,13.127,1.938,-0.471,-4.486,-5.029,469.874,-0.386,242.289,-3.551,8.608,0.804,6,-0.921,2,73.156,0.000,0.000,100.959,9,1,18,0,18,6,37,0,52.885
3791,0,0,0,0,0,5,0,-2,260.264,4.042,460.735,106.931,259.588,48.424,45.792,763.764,5.000,10.800,0.0213906,0.0524152,0.8770414,21.664,8.928,20.754,19.797,-1.721,-1.910,-1.178,-3.753,34.216,-1.875,22.954,-5.653,9.907,1.167,7,-0.916,2,44.327,0.000,0.000,140.398,7,0,10,0,10,4,17,1,0.007
3792,0,0,0,0,0,2,0,0,359.829,2.675,590.525,140.199,132.758,223.734,93.834,1041.126,1.000,3.500,0.0068734,0.0059269,0.8412573,36.364,11.279,15.893,8.069,4.047,-5.849,-6.203,-5.168,545.704,-0.577,839.570,-2.986,8.678,1.104,3,0.691,3,100.000,0.000,0.000,85.355,5,0,18,0,18,0,24,1,0.001
3793,0,0,0,1,0,5,0,-1,266.311,4.116,537.761,280.429,109.349,107.574,40.410,873.077,1.000,3.500,0.0194034,0.0065085,0.8215059,26.603,8.181,11.876,6.312,3.310,-4.292,-3.761,-3.126,230.432,-0.719,214.356,-2.676,8.777,1.088,3,-0.060,3,88.611,0.000,0.000,65.891,4,0,9,0,9,0,18,0,0.037
3794,1,0,0,1,0,3,0,-1,331.813,7.308,536.930,236.774,165.580,73.545,61.030,958.325,1.000,6.500,0.0557249,0.0121059,0.8755001,30.974,9.546,16.105,9.864,2.307,-3.575,-3.775,-2.090,67.500,-0.908,73.744,-4.024,9.927,1.226,0,-0.287,3,73.197,0.000,0.000,87.926,5,0,12,0,12,5,21,0,0.008
3795,1,0,0,0,0,2,0,2,439.946,5.242,519.871,0.000,47.551,207.260,265.060,852.821,1.000,2.500,0.0322158,0.0048089,0.8365806,28.671,9.880,13.352,6.282,4.480,-5.669,-7.849,-5.165,3507.325,0.640,10000.000,-1.474,9.140,1.375,1,0.364,3,100.000,0.000,0.000,36.174,2,0,11,0,11,0,17,0,0.032
3796,0,0,0,0,0,5,2,-1,482.582,4.570,704.321,440.911,125.193,73.462,64.754,1370.038,1.000,7.700,0.0152464,0.0109325,0.8469992,46.166,12.334,21.325,10.734,4.135,-5.692,-6.177,-4.358,643.711,-0.742,695.487,-3.088,9.658,1.066,3,0.613,3,100.000,46.793,0.000,94.118,5,0,17,0,17,12,33,0,0.001
3797,1,0,0,0,0,1,0,2,316.384,8.764,560.646,269.370,3.292,130.432,157.552,980.322,1.000,2.500,0.0783405,0.0044591,0.8512474,33.682,8.039,14.967,5.740,5.102,-6.101,-5.015,-4.561,9219.016,0.860,10000.000,-1.025,8.599,1.170,2,0.761,3,100.000,115.283,0.000,16.384,2,1,12,0,12,5,21,1,0.024
3798,1,0,0,0,0,0,1,1,185.628,2.232,347.878,0.000,92.592,129.071,126.215,539.178,1.000,2.500,0.0092395,0.0071864,0.9209300,16.657,5.992,8.482,6.035,1.526,-2.477,-2.519,-3.427,1311.752,0.145,3259.411,-2.771,8.921,0.961,0,-0.359,3,91.687,0.000,0.000,45.834,2,0,9,0,9,0,11,0,1.349
3799,2,0,0,1,0,10,1,-1,460.374,9.896,740.887,118.209,117.883,380.951,123.844,1341.645,1.000,4.250,0.0729889,0.0057364,0.7940325,44.756,15.366,20.106,8.384,6.551,-7.115,-7.978,-4.874,191.256,-0.982,502.016,-1.390,8.988,1.021,3,0.854,1,93.182,0.000,0.000,67.586,4,1,18,0,18,0,30,1,0.001
3800,0,0,0,0,0,4,0,0,375.371,9.136,645.036,235.104,114.684,201.366,93.882,1139.061,2.000,6.950,0.0732764,0.0152376,0.8177345,38.786,10.863,20.715,12.347,3.218,-5.280,-4.816,-5.442,809.755,-0.591,1286.996,-2.540,9.612,0.810,3,0.187,3,100.000,93.882,0.000,90.488,5,0,16,0,16,3,27,0,0.006
3801,0,0,0,1,0,5,0,-1,326.366,7.799,580.852,130.381,143.816,264.336,42.319,1009.675,1.000,5.000,0.0602366,0.0086080,0.8379548,33.567,10.968,16.199,9.195,3.494,-4.607,-4.754,-3.607,108.565,-0.999,97.344,-2.759,8.735,0.857,2,0.027,3,83.839,0.000,0.000,84.590,4,0,15,0,15,0,23,0,0.021
3802,4,0,0,2,0,11,3,-2,437.399,11.026,665.902,151.933,408.327,50.597,55.045,1178.626,4.250,14.950,0.1031502,0.0462834,0.8103494,34.435,13.760,27.959,22.986,-1.043,-2.377,-2.451,-1.227,0.085,-4.110,0.064,-7.811,9.097,1.208,2,-1.526,1,0.000,0.000,0.000,247.332,14,1,9,4,5,2,28,1,0.000
3803,0,1,0,0,0,2,0,2,223.332,4.168,457.850,272.830,43.261,109.819,31.940,774.254,1.000,3.000,0.0224353,0.0065524,0.8906301,24.596,7.029,10.862,5.852,2.300,-2.170,-1.835,-4.552,960.633,0.556,784.051,-3.801,9.225,0.593,3,0.078,3,93.796,0.000,0.000,35.332,2,0,11,0,11,5,15,0,0.239
3804,0,0,0,1,0,2,0,-1,342.799,4.628,561.201,26.712,133.036,288.256,113.197,976.102,1.000,3.500,0.0219389,0.0062366,0.8479621,34.378,11.262,15.611,8.446,4.300,-5.409,-5.853,-3.559,137.378,-0.513,306.952,-2.764,8.470,1.047,2,0.355,3,90.386,0.000,0.000,66.772,4,0,18,0,18,0,23,0,0.002
3805,1,2,0,0,0,12,0,1,410.555,1.760,840.353,558.991,55.643,225.720,0.000,1468.210,0.000,7.500,0.0021092,0.0000000,0.7434104,47.054,14.243,18.776,8.396,4.046,-3.822,-2.996,-8.213,182.828,-0.034,96.486,-4.723,8.578,1.069,4,0.364,3,91.124,0.000,0.000,55.186,5,0,13,0,13,0,30,0,0.001
3806,0,0,0,0,0,4,0,1,306.333,5.839,527.466,285.067,43.937,152.517,45.944,916.715,0.000,5.000,0.0371887,0.0000000,0.8652204,29.421,8.465,12.417,6.383,2.891,-3.144,-4.038,-4.440,3795.257,0.044,3733.547,-1.408,8.696,0.841,4,-0.228,3,100.000,0.000,0.000,55.002,5,0,13,0,13,0,21,0,8.600
3807,4,0,0,0,0,7,0,0,374.580,2.918,723.907,614.253,35.605,48.655,25.394,1305.247,1.000,2.000,0.0065254,0.0027628,0.7978918,42.052,11.395,15.704,3.934,6.567,-7.734,-6.605,-5.034,4552.591,-0.169,3507.160,-1.332,8.216,0.318,3,1.510,1,100.000,0.000,0.000,26.044,2,1,14,0,14,4,26,1,0.000
3808,0,0,0,0,0,5,0,-2,431.468,7.534,717.220,417.903,155.344,93.740,50.233,1262.715,2.000,10.000,0.0449468,0.0197180,0.7877400,42.065,12.586,22.807,14.833,2.164,-5.226,-4.989,-5.414,333.250,-1.284,284.250,-3.572,8.066,0.916,3,-0.118,3,71.812,0.000,0.000,129.191,11,1,21,0,21,4,30,0,0.001
3809,0,0,0,1,0,2,0,-1,284.329,5.867,511.661,83.316,138.379,250.937,39.030,875.381,1.000,4.500,0.0393265,0.0087949,0.8649293,29.991,9.596,14.480,9.068,2.830,-4.367,-3.861,-3.107,122.251,-0.694,106.175,-2.994,9.220,0.935,2,-0.094,3,80.876,0.000,0.000,75.668,3,0,15,0,12,1,20,0,0.038
3810,0,0,2,0,0,9,0,-2,312.410,12.432,622.302,213.435,270.779,71.738,66.351,1019.371,6.000,7.500,0.1516272,0.0295213,0.7871399,29.547,11.843,24.783,17.760,0.266,-3.448,-2.735,-5.318,26.798,-2.730,22.845,-9.518,8.473,0.338,3,-0.640,2,41.106,0.000,0.000,151.887,8,1,5,0,5,0,20,0,0.000
3810,0,0,2,0,0,9,0,-2,312.410,10.236,611.680,208.711,257.791,60.748,84.429,1008.482,6.000,7.500,0.1038907,0.0300340,0.7950962,29.007,11.691,23.976,17.577,0.364,-3.377,-2.735,-5.137,35.585,-2.490,38.990,-9.318,8.733,0.844,3,-0.649,2,43.882,0.000,0.000,150.370,8,1,5,0,5,0,20,0,0.000
3811,0,0,0,0,0,4,0,0,266.314,5.503,553.683,271.735,96.037,136.766,49.145,896.297,1.000,4.750,0.0337929,0.0085789,0.8119676,28.454,8.568,13.425,7.913,2.590,-4.241,-3.296,-5.227,1216.698,-0.528,1136.684,-2.424,8.698,0.796,2,-0.033,3,100.000,0.000,0.000,69.283,5,0,9,0,9,0,18,0,0.058
3812,0,1,0,0,0,6,0,1,371.493,2.053,690.690,338.108,73.958,236.653,41.971,1208.284,1.000,4.950,0.0034897,0.0071667,0.7943185,40.609,12.192,17.316,8.526,4.119,-4.854,-4.420,-6.715,491.419,-0.078,431.165,-3.535,9.094,0.672,6,0.673,3,100.000,0.000,0.000,64.614,4,0,20,0,20,8,26,0,0.001
3813,0,0,0,0,0,4,0,0,410.604,7.714,632.099,420.784,89.626,76.560,45.129,1200.380,1.000,4.700,0.0495763,0.0074355,0.8641569,40.048,10.983,17.792,7.598,4.509,-5.622,-5.929,-4.095,1399.499,-0.367,1257.035,-2.518,8.973,0.655,2,0.813,3,100.000,9.319,0.000,48.704,2,0,17,0,17,12,27,0,0.003
3814,0,1,0,0,0,8,0,1,255.374,1.605,522.845,296.930,47.830,155.870,22.215,905.148,2.000,4.450,0.0028468,0.0120366,0.8655101,26.422,8.691,13.278,7.918,1.932,-1.960,-1.936,-5.178,869.415,0.109,622.636,-3.146,8.629,0.223,3,-0.132,3,90.863,0.000,0.000,37.877,3,0,6,0,6,0,17,0,3.096
3815,0,0,0,1,0,3,0,-2,266.314,5.112,491.631,238.308,193.812,20.295,39.216,833.449,1.250,4.750,0.0313524,0.0108021,0.8711870,25.468,8.035,13.163,8.220,1.871,-3.307,-3.297,-1.906,36.440,-1.224,28.764,-4.732,9.026,1.267,3,-0.284,3,65.851,0.000,0.000,103.621,5,0,9,0,9,0,18,0,0.002
3816,0,1,0,0,0,15,0,1,353.562,2.511,779.181,573.508,50.843,124.878,29.952,1355.235,2.000,4.450,0.0046522,0.0080768,0.7600983,39.644,12.945,17.399,6.804,5.110,-5.126,-3.853,-6.736,814.058,-0.455,639.348,-2.639,8.469,0.148,3,0.706,3,96.000,0.000,0.000,40.321,3,1,6,0,6,0,24,0,0.006
