molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
821,2,0,0,1,0,3,0,-1,627.943,7.235,552.695,213.339,163.957,14.484,160.915,980.001,2,7.5,0.0534196,0.0191907,0.8633044,31.278,10.205,18.534,11.974,2.299,-4.092,-9.292,-2.005,69.936,-0.689,270.107,-4.202,9.426,2.041,0,-0.369,3,60.467,0,0,111.033,6,1,6,0,6,0,21,0,0.003
822,2,0,0,0,0,9,1,-2,789.101,8.351,746,326.809,269.231,12.507,137.453,1384.552,6,16.5,0.0503727,0.0541777,0.8053154,43.596,15.423,33.595,26.534,-0.428,-3.854,-8.593,-4.742,27.719,-2.409,58.096,-5.573,9.231,1.982,3,-0.917,2,11.387,0,0,187.603,11,3,12,0,12,5,32,0,0
822,2,0,0,0,0,9,1,-2,789.101,11.541,742.509,329.366,265.574,13.364,134.205,1380.27,6,16.5,0.096495,0.0544325,0.8074324,43.433,15.334,34.146,26.505,-0.431,-3.8,-8.593,-4.712,30.024,-2.365,60.791,-5.503,9.362,1.93,3,-0.919,2,11.992,0,0,190.517,11,3,12,0,12,5,32,0,0
823,3,0,0,1,0,3,0,-1,613.917,8.672,553.662,181.122,173.201,22.32,177.019,948.559,3,7,0.079274,0.0218985,0.8432635,30.094,10.289,19.724,13.07,2.165,-4.311,-9.09,-2.367,57.153,-0.807,266.073,-4.345,9.384,1.908,0,-0.394,2,58.109,0,0,120.569,6,1,6,0,6,0,20,0,0.001
824,3,0,0,1,0,2,0,-1,556.865,3.917,480.439,90.791,131.857,53.928,203.863,797.94,2,4.5,0.0192291,0.0132461,0.8659784,25.01,8.778,14.369,9.131,2.741,-4.049,-9.04,-2.15,140.962,-0.229,990.44,-3.568,9.368,1.815,0,-0.31,3,68.502,0,0,84.227,4,1,6,0,6,0,16,0,0.013
825,0,0,0,0,0,2,0,0,151.165,3.998,373.384,94.597,112.553,166.233,0,570.955,2,3.25,0.0279935,0.0123096,0.8914102,16.999,5.787,10.125,8.203,0.51,-1.078,-1.469,-4.082,848.317,-0.501,414.123,-2.816,8.581,-0.024,1,-0.515,3,82.348,0,0,61.141,3,0,6,0,6,0,11,0,4.682
826,1,0,0,0,0,3,0,-2,222.236,6.822,415.591,94.603,258.262,14.035,48.691,639.589,3,9,0.0727756,0.0375092,0.8638399,17.65,6.831,16.148,15.185,-1.736,-1.649,-1.021,-3.802,35.221,-1.805,24.566,-5.942,10.154,1.771,1,-0.987,2,44.464,0,0,135.218,7,0,5,0,5,0,13,0,0.006
827,0,0,0,0,1,2,0,-1,337.35,9.513,599.472,368.501,112.055,86.597,32.319,1045.878,1,8.7,0.0865267,0.0145128,0.8312221,35.245,9.321,18.735,14.385,0.49,-2.116,-2.618,-3.302,489.006,-0.559,629.906,-3.088,8.534,0.326,1,-0.635,3,77.946,32.319,30.649,93.785,7,0,17,0,17,6,24,0,0.37
828,1,0,0,1,1,4,0,-1,627.943,5.129,568.784,214.178,170.631,20.423,163.551,990.958,3,7,0.0265426,0.0213163,0.8451253,31.131,10.584,19.265,14.394,1.754,-3.628,-8.736,-0.954,41.253,-0.869,238.54,-4.208,9.213,1.805,1,-0.66,2,53.171,0,20.847,122.026,6,1,6,0,6,0,21,0,0.009
829,1,0,0,1,1,5,0,-2,181.206,7.171,402.83,199.878,201.556,0,1.395,622.008,2,6.5,0.0826714,0.0228195,0.8747967,15.528,5.667,12.157,12.726,-0.899,-0.027,-0.098,-0.376,16.827,-1.49,14.869,-4.754,9.919,0.341,0,-1.39,2,43.622,0,32.931,105.006,5,0,0,0,0,0,11,1,2.997
830,8,0,0,0,1,1,1,-1,75.067,7.608,238.677,94.76,143.917,0,0,322.206,2,4.2,0.1796591,0.0248859,0.9523062,6.099,2.637,8.953,11.161,-1.738,1.298,0.392,-0.929,201.291,-0.555,197.537,-4.076,9.605,-0.885,0,-1.224,2,58.005,0,41.119,67.826,3,0,0,0,0,0,5,0,125.292
831,0,1,0,0,0,5,1,1,414.518,3.867,711.871,372.47,64.778,251.11,23.514,1302.387,0,8.25,0.0114831,0,0.8101967,45.155,12.729,19.363,10.612,3.183,-2.956,-3.591,-6.527,600.502,0.06,424.268,-3.411,9.012,0.806,5,-0.02,3,95.31,0,0,70.93,6,0,17,0,12,2,29,0,0.056
832,0,0,0,0,0,2,1,0,340.461,5.162,616.696,458.161,93.726,64.808,0,1129.531,0.5,4,0.0235879,0.0045864,0.8505365,38.385,9.959,15.516,6.513,4.126,-5.361,-4.661,-4.26,1279.662,-0.421,645.814,-2.827,10.215,0.224,3,0.849,3,100,0,0,63.468,3,0,17,0,17,14,25,0,0.001
833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,7,0,0,0,0,2,2,0,572.87,31.13,883.478,815.148,68.33,0,0,1785.482,0,4,0.5427432,0,0.8056373,64.017,15.085,30.741,5.809,8.523,-10.539,-9.243,-4.677,2228.055,-0.259,1176.025,-2.587,3.935,2.489,1,2.646,1,100,0,0,64.533,6,2,29,0,29,29,41,1,0
835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,6,2,0,0,0,2,2,2,602.899,46.366,951.144,879.221,71.923,0,0,1901.205,0,8,1.1307826,0,0.7803177,68.648,16.322,42.515,9.936,6.251,-7.288,-6.059,-6.539,128.13,0.452,65.703,-6.778,5.683,0.119,1,1.912,1,75.351,0,0,75.335,8,2,29,0,29,27,43,1,0
837,0,0,0,0,1,1,1,0,296.325,5.824,527.014,124.035,128.115,274.864,0,934.662,2,4,0.036286,0.0107338,0.8772279,33.234,10.281,16.637,13.015,2.131,-3.037,-3.516,-3.455,314.267,-0.607,286.83,-2.816,9.074,0.424,6,-0.007,3,84.119,0,35.639,85.897,5,0,15,0,12,2,22,0,0.415
838,1,0,0,0,0,1,1,0,391.552,3.631,682.89,411.099,73.925,197.865,0,1285.466,0,3.5,0.0102568,0,0.8372496,46.538,12.059,17.349,6.438,5.697,-7.163,-6.301,-5.109,1971.819,-0.2,1030.544,-2.089,9.362,0.287,5,1.371,1,100,0,0,49.588,3,1,23,0,23,13,29,1,0
839,1,0,0,0,0,1,1,0,391.552,3.631,682.89,411.099,73.925,197.865,0,1285.466,0,3.5,0.0102568,0,0.8372496,46.538,12.059,17.349,6.438,5.697,-7.163,-6.301,-5.109,1971.819,-0.2,1030.544,-2.089,9.362,0.287,5,1.371,1,100,0,0,49.588,3,1,23,0,23,13,29,1,0
840,1,0,0,0,0,3,2,0,384.514,5.434,700.267,565.42,82.62,52.227,0,1283.051,0.5,4,0.02301,0.0040391,0.81545,43.766,11.211,17.199,6.332,5.236,-7.107,-5.508,-4.767,1630.839,-0.446,839.347,-2.57,9.739,-0.749,3,1.228,1,100,0,0,70.533,4,1,17,0,17,15,28,1,0
841,0,1,0,0,0,5,3,1,373.441,3.384,645.594,329.689,66.666,183.216,66.024,1149.984,0,6.5,0.0099581,0,0.8222424,38.408,10.747,16.145,8.295,3.11,-3.302,-3.451,-6.008,576.249,0.165,693.679,-3.685,9.439,0.67,6,0.005,3,94.566,27.662,0,63.391,4,0,18,3,15,6,26,0,0.038
841,0,1,0,0,0,5,3,1,373.441,7.774,651.549,322.046,71.716,193.098,64.688,1157.702,0,6.5,0.0522026,0,0.8183695,38.811,10.934,16.887,8.411,3.132,-3.409,-3.451,-6.118,516.077,0.106,605.439,-3.744,9.187,0.468,6,0.028,3,93.837,26.312,0,63.24,4,0,18,3,15,6,26,0,0.026
842,0,0,0,0,0,5,2,-1,361.396,4.665,688.104,200.565,96.157,391.383,0,1197.843,0,6,0.0181658,0,0.7927035,42.311,12.818,17.403,9.498,3.981,-5.301,-5.044,-6.753,1213.519,-0.758,609.81,-1.433,9.27,0.205,3,0.278,3,100,0,0,85.198,5,0,18,0,18,0,27,0,0.067
843,1,0,0,1,0,2,1,-1,180.16,2.325,386.872,92.999,135.247,158.626,0,613.91,1,4.5,0.0088019,0.0116317,0.9029576,18.645,6.241,9.785,8.105,1.189,-1.717,-1.578,-2.051,130.903,-0.663,69.874,-3.261,9.876,0.653,0,-0.73,3,71.798,0,0,84.642,4,0,6,0,6,0,13,0,2.326
844,1,0,0,0,0,4,1,-2,307.28,9.184,556.511,95.089,196.041,219.394,45.987,917.173,1,7.5,0.091963,0.0134768,0.8203372,30.078,10.073,16.922,11.87,1,-3.331,-3.172,-5.485,137.04,-1.507,103.11,-3.976,10.085,2.051,1,-0.496,3,71.044,0,0,128.558,8,0,11,0,11,0,21,0,0.015
845,1,0,0,1,0,2,1,-1,180.16,2.325,386.872,92.999,135.247,158.626,0,613.91,1,4.5,0.0088019,0.0116317,0.9029576,18.645,6.241,9.785,8.105,1.189,-1.717,-1.578,-2.051,130.903,-0.663,69.874,-3.261,9.876,0.653,0,-0.73,3,71.798,0,0,84.642,4,0,6,0,6,0,13,0,2.326
846,0,0,0,0,0,8,2,-2,321.335,3.76,636.403,286.529,239.938,109.936,0,1086.62,2,8,0.0130107,0.0177776,0.8031897,33.246,11.199,18.319,12.675,1.145,-3.76,-3.178,-5.241,52.549,-2.398,20.485,-4.786,8.536,0.489,1,-0.306,3,64.445,0,0,142.07,9,0,9,0,9,0,23,0,0.001
847,1,0,0,0,0,4,3,-2,494.531,5.262,729.54,432.173,172.66,78.01,46.698,1384.512,1,9.2,0.0199967,0.0126107,0.8234688,47.431,12.743,22.736,12.84,3.19,-5.636,-5.915,-4.76,228.333,-1.261,180.654,-4.043,10.591,0.997,3,0.369,3,87.837,46.698,0,118.793,7,0,20,0,20,13,35,0,0
848,0,0,0,0,0,4,2,-2,502.579,4.793,759.899,493.064,172.897,81.072,12.865,1445.198,1,9.2,0.0158992,0.0121069,0.813506,49.889,13.557,23.359,12.924,3.428,-6.014,-6.059,-4.936,227.151,-1.388,117.241,-4.036,10.418,0.83,3,0.523,3,76.231,12.865,0,119.397,7,1,24,0,24,17,36,1,0
849,0,0,0,0,0,5,1,-2,422.493,4.801,666.422,434.403,197.159,26.796,8.065,1248.357,2,8.45,0.0184651,0.0179317,0.8413464,40.851,11.788,21.293,12.999,2.217,-4.632,-4.52,-4.227,133.734,-1.575,62.244,-4.579,10.485,0.459,5,0.178,3,77.985,8.065,0,123.783,6,0,17,0,17,14,30,0,0
850,0,0,0,0,0,5,1,-2,404.502,3.925,669.024,442.519,197.872,28.633,0,1246.027,2,8.45,0.0123613,0.017862,0.837031,40.775,11.837,21.131,13.019,2.144,-4.585,-4.169,-4.306,131.667,-1.621,55.285,-4.585,10.456,0.444,5,0.168,3,77.432,0,0,123.909,6,0,17,0,17,14,29,0,0
851,0,0,0,0,0,4,2,-2,402.486,5.899,657.965,430.336,200.013,27.616,0,1236.873,1,8.75,0.0281335,0.0132986,0.8469267,41.041,11.536,20.226,12.052,2.041,-4.381,-4.066,-4.141,125.654,-1.537,52.561,-4.724,10.409,0.375,6,0.09,3,76.469,0,0,128.786,6,0,17,0,17,13,29,0,0
852,0,0,0,0,0,3,2,-2,372.503,4.145,667.933,482.808,157.002,28.123,0,1228.445,0,6,0.0139884,0,0.8304934,41.351,10.932,16.955,7.834,3.334,-5.245,-4.313,-4.409,321.406,-1.135,145.055,-4.026,10.276,0.257,4,0.452,3,91.337,0,0,92.102,4,0,17,0,17,14,27,0,0
853,2,0,0,1,0,9,3,-2,455.46,2.953,726.913,289.318,312.633,51.313,73.649,1288.363,3.25,12.95,0.0067665,0.0321166,0.7877256,40.117,14.09,25.713,19.5,0.533,-3.973,-3.672,-3.404,2.721,-3.157,2.689,-6.236,8.842,0.96,3,-0.857,1,24.888,0,0,206.302,12,1,13,4,9,3,30,1,0
854,0,1,0,1,1,7,2,-2,405.425,6.576,688.397,209.841,270.641,181.183,26.732,1214.085,3.25,9.25,0.0356183,0.0242239,0.7995136,39.669,13.637,23.822,18.767,-1.259,-3.071,-2.448,-3.184,1.04,-2.217,0.988,-7.26,9.553,1.1,6,-0.662,1,19.875,0,26.769,173.385,9,0,14,4,10,3,28,1,0
855,0,0,0,1,1,6,2,-2,396.432,8.484,661.146,235.615,233.021,137.932,54.578,1157.108,1.25,8.25,0.0622032,0.0139512,0.8062144,37.618,12.251,19.947,14.985,1.717,-3.462,-3.683,-2.144,8.337,-2.054,13.839,-4.752,9.589,1.007,4,-0.593,2,53.485,0,33.763,151.226,8,0,13,4,9,3,26,1,0.002
856,0,0,0,1,1,7,2,-2,423.458,2.804,607.358,220.705,224.179,106.656,55.818,1139.185,1.25,10.25,0.0069,0.0188684,0.868527,35.96,11.862,19.795,16.347,0.874,-1.723,-3.482,-0.986,10.075,-1.703,17.32,-4.603,9.525,1.042,5,-1.009,2,50.018,0,33.966,159.006,9,0,14,4,10,3,28,1,0.2
857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,0,0,0,0,0,2,2,-1,416.574,1.879,664.053,471.46,157.533,22.939,12.121,1259.724,0,7,0.0028013,0,0.8494652,43.195,11.267,18.162,9.003,3.087,-4.863,-4.895,-4.077,317.697,-0.983,166.911,-4.15,9.923,0.55,3,0.318,3,89.804,0,0,97.762,4,0,21,0,21,16,29,0,0
859,3,0,0,0,0,10,5,-2,510.475,9.288,848.415,391.483,294.281,137.575,25.076,1506.48,2.25,13.95,0.0572596,0.0246636,0.7490866,49.028,16.31,28.253,19.537,0.969,-5.034,-4.331,-6.248,16.041,-3.474,7.794,-5.498,9.516,1.062,4,-0.511,2,28.274,0,0,223.032,14,2,13,4,9,3,35,1,0
859,2,0,0,0,0,10,5,-2,510.475,5.834,827.898,388.353,280.082,134.698,24.764,1493.204,2.25,13.95,0.022795,0.0252748,0.7631338,48.469,15.949,27.581,19.372,1.003,-4.704,-4.331,-6.007,21.872,-3.185,10.855,-5.247,9.458,0.941,4,-0.523,2,30.884,0,0,220.902,14,2,13,4,9,3,35,1,0
860,2,0,0,0,0,7,0,-1,268.355,0.001,550.518,191.693,109.352,249.473,0,960.829,2,1.5,0,0.0038533,0.855377,30.186,10.128,13.327,6.347,5.035,-4.15,-4.577,-5.062,909.729,-0.855,446.621,-1.984,8.913,-0.207,4,0.506,3,96.429,0,0,45.087,2,1,12,0,12,0,20,0,0.137
861,1,0,0,4,0,13,0,-2,428.315,3.425,697.744,192.561,293.164,204.47,7.548,1243.527,4,10,0.0094306,0.0286638,0.8015043,37.217,14.273,23.97,17.626,2.912,-3.379,-4.571,1.511,0.267,-3.244,0.044,-4.954,9.068,0.093,2,-1.139,1,33.732,0,0,144.547,8,0,12,0,12,0,28,1,0.002
862,1,1,0,0,0,9,0,1,371.521,1.509,714.399,304.711,6.846,402.842,0,1309.461,0,2.75,0.0017394,0,0.8102507,44.319,13.29,15.678,4.949,6.396,-5.63,-5.718,-7.25,2127.543,0.35,1237.734,-1.425,8.672,0.133,3,1.302,1,100,0,0,12.301,2,1,18,0,18,0,28,0,0.033
863,0,0,0,1,1,1,1,-2,233.239,3.191,401.501,194.914,205.9,0,0.687,674.659,1,8,0.0150908,0.0199252,0.9265478,20.204,6.471,12.495,14.313,-1.148,0.321,-0.166,0.461,12.975,-1.094,13.301,-5.218,10.144,0.826,1,-1.409,2,40.148,0,41.938,118.666,6,0,7,4,3,5,15,1,2.954
864,0,0,1,1,1,3,1,-1,325.425,7.513,526.004,363.943,146.301,0,15.76,983.375,1,6.5,0.0574001,0.0123573,0.9091912,31.274,8.971,15.902,12.255,1.731,-1.825,-2.144,0.181,48.145,-0.759,65.666,-5.99,8.874,0.267,1,-0.525,3,67.196,0,41.404,101.012,6,0,14,4,3,10,22,0,0.005
865,0,1,0,1,2,1,1,0,389.468,7.479,607.906,276.231,163.321,157.174,11.179,1137.074,2,8.5,0.0491959,0.0197741,0.8666712,40.211,11.621,21.76,18.062,-1.189,-2.174,-1.867,-0.609,7.225,-0.52,10.228,-5.942,9.352,0.451,3,-0.714,2,35.355,0,48.846,113.605,7,0,18,4,14,6,27,1,0.003
866,1,1,0,1,2,6,1,-2,365.403,6.82,575.973,165.183,276.698,117.441,16.652,1058.435,4.25,8,0.043948,0.028634,0.8720453,33.474,11.987,22.678,21.667,-2.506,-0.464,-1.304,-0.332,0.421,-1.785,0.755,-7.692,9.124,0.822,5,-1.052,1,5.555,0,68.83,159.253,8,0,13,4,9,4,25,1,0.003
867,0,1,0,1,2,5,1,-2,349.404,6.063,563.749,165.11,221.882,159.92,16.837,1035.675,3.25,7.25,0.0354888,0.0231843,0.8781352,33.61,11.485,20.594,19.577,-1.987,-1.514,-1.329,-0.436,1.392,-1.216,2.758,-6.628,9.566,0.803,5,-0.927,1,17.883,0,68.911,136.738,7,0,13,4,9,4,24,1,0.024
868,0,0,0,1,3,5,1,-2,461.492,7.409,719.098,249.629,273.487,171.012,24.97,1332.732,1.25,8.25,0.0411891,0.0128269,0.8144646,45.605,14.199,22.688,19.206,1.208,-2.974,-3.808,0.581,1.495,-2.425,3.666,-5.477,9.655,0.808,3,-0.733,1,24.184,0,79.325,190.603,11,1,18,4,14,6,32,1,0.002
869,0,0,0,2,2,5,1,-2,384.421,7.187,597.715,166.222,238.422,108.264,84.807,1072.257,1,7,0.0481666,0.0117113,0.8476239,34.581,11.456,17.948,14.839,1.785,-2.398,-3.169,1.85,1.282,-1.742,5.142,-5.052,9.583,0.812,3,-0.996,1,39.327,0,54.553,157.814,8,0,12,4,8,4,25,1,0.014
870,0,0,0,2,2,5,1,-2,378.399,6.159,604.189,165.276,226.528,182.85,29.535,1090.918,1,7,0.034773,0.0115858,0.8482432,36.04,11.686,18.07,15.161,1.854,-2.312,-3.109,1.504,1.704,-1.764,3.391,-4.57,9.617,0.67,3,-0.948,1,41.942,0,53.192,157.184,8,0,13,4,9,4,26,1,0.05
870,0,0,0,2,2,5,1,-2,378.399,8.236,614.765,163.832,244.766,177.019,29.148,1104.875,1,7,0.0613943,0.0113865,0.8407457,36.543,11.889,18.668,15.537,1.823,-2.372,-3.109,1.411,1.071,-1.975,2.194,-4.927,9.626,0.823,3,-0.916,1,38.151,0,56.796,157.971,8,0,13,4,9,4,26,1,0.019
871,0,1,0,1,2,4,1,-1,341.424,6.438,566.327,356.87,182.109,0,27.347,1033.76,3.25,7.25,0.04009,0.0230788,0.8730605,32.649,10.115,19.933,17.591,-1.735,-1.171,-0.792,0.244,4.104,-0.805,8.05,-6.554,9.552,0.584,1,-0.894,2,27.763,0,57.316,131.546,7,0,13,4,9,10,23,1,0.006
872,0,0,0,1,1,5,1,-2,380.415,7.454,601.796,292.01,172.773,109.49,27.523,1115.398,1.25,7.75,0.0498172,0.0143982,0.8643091,36.319,11.094,18.812,14.072,2.009,-2.638,-3.498,-1.068,30.2,-1.212,40.78,-3.838,9.216,0.53,3,-0.519,2,65.2,0,35.313,124.183,8,0,13,4,9,4,26,0,0.127
873,0,0,0,1,2,4,1,-2,334.389,5.434,576.962,194.657,170.189,187.727,24.389,1027.889,1.25,6.25,0.0287246,0.0121112,0.8537203,34.207,10.762,17.039,15.745,1.826,-1.765,-2.529,-0.238,17.302,-1.174,41.664,-3.611,9.492,0.49,2,-0.75,2,59.798,0,68.783,114.783,6,0,13,4,9,4,23,1,1.407
874,0,0,0,1,2,5,1,-2,350.389,6.31,598.578,196.233,177.159,200.66,24.527,1063.889,1.25,7,0.0374258,0.0130747,0.8419928,35.129,11.217,17.879,16.479,2.087,-1.704,-2.556,-0.489,14.756,-1.344,35.406,-3.598,9.329,0.694,3,-0.847,2,60.088,0,69.162,122.811,7,0,13,4,9,4,24,1,1.75
875,0,0,0,0,3,10,2,-2,519.683,4.374,890.002,699.5,190.502,0,0,1701.192,1.75,8.75,0.011244,0.0130058,0.7743604,55.507,15.882,25.707,15.093,2.989,-6.147,-3.911,-1.06,74.297,-2.157,65.789,-4.07,9.343,0.382,4,0.067,2,64.977,0,40,168.364,10,1,10,7,3,9,37,1,0
875,0,0,0,0,3,10,2,-2,519.683,3.839,838.759,681.082,157.678,0,0,1662.626,1.75,8.75,0.0088643,0.0138003,0.8092029,53.963,15.048,25.142,15.009,3,-5.137,-3.911,-0.496,142.537,-1.645,142.759,-3.465,9.551,0.513,4,-0.011,3,70.104,0,43.557,164.035,10,1,10,7,3,9,37,0,0.001
876,0,1,0,2,2,12,0,-2,465.563,2.68,827.404,377.968,268.436,173.906,7.095,1493.795,3.25,9.25,0.004808,0.0201542,0.7637912,47.583,16.246,25.796,20.252,0.207,-3.359,-3.014,-0.546,0.155,-2.812,0.234,-6.765,9.444,0.297,4,-0.721,1,13.682,0,58.197,180.865,9,0,11,0,11,3,32,1,0
876,0,1,0,2,2,12,0,-2,465.563,5.905,749.769,348.637,243.329,132.249,25.555,1421.874,3.25,9.25,0.0245249,0.0222411,0.815602,44.307,14.973,25.049,19.254,0.026,-2.339,-3.014,0.491,0.294,-2.137,0.535,-6.449,9.344,0.218,4,-0.84,1,17.582,0,53.283,174.875,9,0,11,0,11,3,32,1,0.001
876,0,1,0,2,2,12,0,-2,465.563,7.002,732.598,347.866,191.49,168.81,24.432,1401.093,3.25,9.25,0.0349952,0.0227624,0.8265661,43.825,14.642,24.86,17.343,0.311,-2.851,-3.014,0.494,1.412,-1.57,1.793,-5.364,9.305,0.291,4,-0.877,1,31.449,0,29.418,170.763,9,0,11,0,11,3,32,1,0.003
876,0,1,0,2,2,12,0,-2,465.563,11.53,732.832,327.046,220.768,176.663,8.355,1400.99,3.25,9.25,0.0948973,0.0227551,0.8262612,43.896,14.79,25.783,18.976,0.055,-2.165,-3.014,0.452,0.529,-1.897,0.733,-5.876,9.362,0.16,4,-0.878,1,22.314,0,48.148,173.758,9,0,11,0,11,3,32,1,0.004
876,0,1,0,2,2,12,0,-2,465.563,8.26,829.136,352.961,256.87,195.461,23.844,1487.102,3.25,9.25,0.0458796,0.0201121,0.7599171,47.521,16.401,26.375,19.318,0.331,-3.913,-3.014,-0.711,0.257,-2.668,0.38,-6.476,9.371,0.495,4,-0.743,1,18.318,0,44.516,179.637,9,0,11,0,11,3,32,1,0
876,0,1,0,2,2,12,0,-2,465.563,3.889,772.592,333.506,254.625,174.381,10.08,1442.119,3.25,9.25,0.0104899,0.0215841,0.7990042,45.52,15.488,25.259,18.692,0.041,-3.075,-3.014,0.022,0.293,-2.396,0.337,-6.508,9.286,0.245,4,-0.809,1,17.63,0,40.106,177.51,9,0,11,0,11,3,32,1,0
876,0,1,0,2,2,12,0,-2,465.563,12.034,817.569,365.547,251.257,182.083,18.683,1475.673,3.25,9.25,0.0981424,0.0203966,0.7667148,46.936,16.073,26.844,18.456,0.273,-4.015,-3.014,-0.538,0.346,-2.565,0.407,-6.419,9.274,0.063,4,-0.764,1,20.282,0,35.015,176.341,9,0,11,0,11,3,32,1,0
876,0,1,0,2,2,12,0,-2,465.563,7.16,738.324,347.423,209.026,176.732,5.143,1411.624,3.25,9.25,0.036321,0.0225858,0.8242597,44.322,14.784,25.051,19.533,0.186,-1.959,-3.014,0.419,0.585,-1.8,0.929,-5.66,9.555,0.466,4,-0.854,1,23.871,0,56.59,172.316,9,0,11,0,11,3,32,1,0.011
877,1,0,0,1,0,7,0,-1,273.374,2.278,563.258,298.826,110.112,154.32,0,987.479,1,2,0.0052562,0.0035508,0.8514181,30.344,9.48,12.114,4.764,4.555,-4.657,-4.399,-2.865,226.625,-0.871,126.46,-2.333,7.875,-0.242,2,0.46,3,95.774,0,0,53.618,3,0,9,0,9,1,20,0,0.028
878,2,0,0,0,0,6,2,1,391.293,6.197,693.929,188.706,45.991,322.465,136.767,1221.701,0,2.5,0.0314321,0,0.7964532,41.965,13.166,15.882,5.082,6.629,-7.678,-6.748,-6.363,3628.861,0.054,10000,-0.655,9.504,0.211,2,1.241,1,100,0,0,39.356,3,1,15,3,12,3,26,1,0.002
878,2,0,0,0,0,6,2,1,391.293,4.031,704.826,203.977,32.847,341.943,126.059,1238.421,0,2.5,0.0131228,0,0.7912774,42.821,13.308,15.825,5.148,6.811,-7.837,-6.748,-6.54,4835.188,0.162,10000,-0.344,9.387,0.188,2,1.29,1,100,0,0,42.047,3,1,15,3,12,3,26,1,0.003
878,2,0,0,0,0,6,2,1,391.293,2.803,680.218,197.907,47.755,319.022,115.534,1216.958,0,2.5,0.0064578,0,0.8104028,41.743,12.936,15.417,5.03,6.501,-7.325,-6.748,-6.121,3491.704,0.001,8207.344,-0.7,9.522,0.136,2,1.227,1,100,0,0,40.773,3,1,15,3,12,3,26,1,0.004
878,0,0,0,0,0,6,2,1,391.293,5.088,565.462,171.582,44.26,262.473,87.147,1100.68,0,2.5,0.0235216,0,0.911736,36.549,11.432,13.901,4.336,5.592,-5.027,-6.748,-4.212,3768.583,0.061,6230.495,-0.835,9.381,0.164,2,0.89,3,100,0,0,37.499,3,1,15,3,12,3,26,0,0.538
879,1,0,0,0,0,1,0,-1,317.224,11.136,516.003,147.967,182.488,83.848,101.7,877.909,1,4.5,0.1412493,0.0087209,0.8593024,29.139,7.791,15.855,8.485,2.141,-4.39,-4.459,-4.208,184.232,-0.895,286.689,-4.491,10.594,1.691,2,0.114,3,80.028,101.7,0,112.291,7,0,11,0,11,1,22,0,0
880,4,0,0,0,0,0,0,0,143.142,2.223,334.49,237.169,97.321,0,0,521.089,0,4,0.0094867,0,0.9362454,14.7,3.965,6.371,5.126,0.229,-0.469,-0.492,-2.564,1183.054,-0.177,593.28,-3.313,10.622,0.101,0,-0.939,3,83.29,0,0,68.585,4,0,5,0,5,1,10,0,24.058
881,1,0,0,2,0,10,0,-2,562.692,12.675,812.034,460.035,233.301,117.11,1.588,1586.112,2,12,0.1012852,0.0208988,0.8099912,52.02,15.812,28.388,16.601,3.686,-4.987,-6.336,-1.55,3.897,-2.406,2.031,-4.447,9.231,0.918,2,-0.197,2,46.142,0,0,157.395,8,1,20,0,20,10,38,1,0
881,0,0,0,2,0,10,0,-2,562.692,6.747,839.623,450.202,269.21,118.955,1.255,1594.098,2,12,0.0285566,0.0202121,0.7860028,52.357,16.295,27.568,16.924,3.46,-5.44,-6.336,-1.947,1.779,-2.941,0.867,-5.102,9.055,0.723,2,-0.204,1,38.724,0,0,160.329,8,1,20,0,20,10,38,1,0
881,1,0,0,2,0,10,0,-2,562.692,13.186,831.395,459.743,257.203,112.848,1.601,1590.712,2,12,0.1092962,0.0204122,0.7926571,52.163,16.095,28.573,16.781,3.524,-5.305,-6.336,-1.81,2.312,-2.764,1.156,-4.902,9.255,1.011,2,-0.205,1,41.137,0,0,157.788,8,1,20,0,20,10,38,1,0
882,6,1,0,0,0,1,0,2,167.294,0.939,388.475,381.905,6.57,0,0,662.783,1,1,0.0013302,0.0025742,0.946345,19.728,5.127,7.408,2.928,2.374,-1.529,-1.02,-3.126,2140.396,0.853,1245.818,-3.607,8.946,-2.764,1,0.159,3,100,0,0,9.418,1,0,7,0,7,7,12,0,1.224
882,5,1,0,0,0,1,0,2,167.294,1.017,389.681,384.201,5.481,0,0,668.114,1,1,0.0015485,0.0025662,0.9484671,19.942,5.192,7.486,2.923,2.416,-1.551,-1.02,-3.092,2191.936,0.861,1278.275,-3.587,8.966,-2.74,1,0.174,3,100,0,0,9.535,1,0,7,0,7,7,12,0,1.218
